Country,Region,Happiness Rank,Happiness Score,GDP per Capita,Social Support,Healthy Life Expectancy,Freedom to Make Life Choices,Corruption Perception,Generosity,Dystopia Residual,Year
Costa Rica,Latin America and Caribbean,23.0,6.582,1.584,1.054,0.744,0.661,0.102,0.089,2.346,2022
United Arab Emirates,Middle East and Northern Africa,24.0,6.576,1.998,0.001,0.633,0.702,0.25,0.204,1.809,2022
Saudi Arabia,Middle East and Northern Africa,25.0,6.523,1.87,1.092,0.577,0.651,0.18,0.078,2.075,2022
Taiwan,Eastern Asia,26.0,6.512,1.897,1.095,0.733,0.542,0.168,0.075,2.002,2022
Singapore,Southeastern Asia,27.0,6.48,2.149,1.127,0.851,0.672,0.587,0.163,0.001,2022
Romania,Central and Eastern Europe,28.0,6.477,1.719,1.006,0.655,0.605,0.006,0.039,2.446,2022
Spain,Western Europe,29.0,6.476,1.808,1.211,0.808,0.505,0.149,0.101,1.893,2022
Uruguay,Latin America and Caribbean,30.0,6.474,1.615,1.18,0.672,0.665,0.265,0.103,1.974,2022
Italy,Western Europe,31.0,6.467,1.834,1.052,0.801,0.412,0.059,0.085,2.222,2022
Kosovo,Central and Eastern Europe,32.0,6.455,1.362,0.001,0.569,0.599,0.035,0.309,2.631,2022
Malta,Western Europe,33.0,6.447,1.838,1.169,0.789,0.679,0.166,0.174,1.631,2022
Lithuania,Central and Eastern Europe,34.0,6.446,1.804,1.204,0.659,0.496,0.077,0.053,2.153,2022
Slovakia,Central and Eastern Europe,35.0,6.391,1.736,1.232,0.707,0.479,0.025,0.118,2.094,2022
Estonia,Central and Eastern Europe,36.0,6.341,1.793,1.232,0.728,0.689,0.333,0.123,1.442,2022
Panama,Latin America and Caribbean,37.0,6.309,1.715,1.107,0.709,0.592,0.051,0.049,2.086,2022
Brazil,Latin America and Caribbean,38.0,6.293,1.462,1.044,0.615,0.546,0.134,0.131,2.361,2022
Guatemala,Latin America and Caribbean,39.0,6.262,1.274,0.001,0.522,0.662,0.115,0.112,2.746,2022
Kazakhstan,Central and Eastern Europe,40.0,6.234,1.668,1.22,0.611,0.584,0.157,0.134,1.86,2022
Cyprus,Western Europe,41.0,6.221,1.815,0.001,0.819,0.448,0.062,0.123,2.044,2022
Latvia,Central and Eastern Europe,42.0,6.18,1.732,1.221,0.637,0.502,0.09,0.075,1.923,2022
Serbia,Central and Eastern Europe,43.0,6.178,1.55,1.086,0.658,0.546,0.088,0.219,2.031,2022
Chile,Latin America and Caribbean,44.0,6.172,1.651,1.08,0.748,0.46,0.069,0.124,2.04,2022
Nicaragua,Latin America and Caribbean,45.0,6.165,1.105,1.029,0.617,0.617,0.212,0.168,2.418,2022
Mexico,Latin America and Caribbean,46.0,6.128,1.552,0.001,0.623,0.621,0.115,0.092,2.239,2022
Croatia,Central and Eastern Europe,47.0,6.125,1.705,1.183,0.709,0.535,0.0,0.109,1.884,2022
Poland,Central and Eastern Europe,48.0,6.123,1.758,1.174,0.712,0.523,0.14,0.124,1.693,2022
El Salvador,Latin America and Caribbean,49.0,6.12,1.265,0.001,0.607,0.666,0.212,0.089,2.514,2022
Kuwait,Middle East and Northern Africa,50.0,6.106,1.904,0.001,0.747,0.617,0.147,0.087,1.621,2022
Hungary,Central and Eastern Europe,51.0,6.086,1.748,1.233,0.668,0.485,0.064,0.078,1.812,2022
Mauritius,Sub-Saharan Africa,52.0,6.071,1.591,1.116,0.568,0.589,0.107,0.131,1.969,2022
Uzbekistan,Central and Eastern Europe,53.0,6.063,1.219,1.092,0.6,0.716,0.24,0.283,1.913,2022
Japan,Eastern Asia,54.0,6.039,1.835,1.089,0.866,0.537,0.218,0.007,1.487,2022
Honduras,Latin America and Caribbean,55.0,6.022,1.111,0.001,0.555,0.582,0.076,0.202,2.611,2022
Portugal,Western Europe,56.0,6.016,1.76,1.078,0.777,0.655,0.039,0.016,1.691,2022
Argentina,Latin America and Caribbean,57.0,5.967,1.592,1.102,0.662,0.555,0.085,0.081,1.891,2022
Greece,Western Europe,58.0,5.948,1.703,0.001,0.774,0.249,0.108,0.015,2.119,2022
South Korea,Eastern Asia,59.0,5.935,1.851,0.001,0.841,0.414,0.176,0.111,1.656,2022
Philippines,Southeastern Asia,60.0,5.904,1.268,0.001,0.514,0.678,0.142,0.107,2.283,2022
Thailand,Southeastern Asia,61.0,5.891,1.535,1.096,0.697,0.617,0.026,0.321,1.6,2022
Moldova,Central and Eastern Europe,62.0,5.857,1.417,1.008,0.597,0.561,0.028,0.102,2.142,2022
Jamaica,Latin America and Caribbean,63.0,5.85,1.296,1.045,0.646,0.567,0.053,0.08,2.164,2022
Kyrgyzstan,Central and Eastern Europe,64.0,5.828,1.069,1.109,0.638,0.693,0.025,0.208,2.087,2022
Belarus,Central and Eastern Europe,65.0,5.821,1.562,1.157,0.629,0.342,0.282,0.04,1.811,2022
Colombia,Latin America and Caribbean,66.0,5.781,1.452,0.001,0.72,0.545,0.077,0.087,1.971,2022
Bosnia and Herzegovina,Central and Eastern Europe,67.0,5.768,1.468,1.068,0.665,0.448,0.006,0.244,1.869,2022
Mongolia,Eastern Asia,68.0,5.761,1.393,1.197,0.467,0.398,0.059,0.247,1.999,2022
Dominican Republic,Latin America and Caribbean,69.0,5.737,1.538,1.003,0.577,0.606,0.179,0.084,1.751,2022
Malaysia,Southeastern Asia,70.0,5.711,1.689,0.001,0.62,0.654,0.126,0.213,1.471,2022
Bolivia,Latin America and Caribbean,71.0,5.6,1.256,0.001,0.555,0.627,0.064,0.112,2.107,2022
China,Eastern Asia,72.0,5.585,1.508,0.001,0.705,0.656,0.142,0.099,1.516,2022
Paraguay,Latin America and Caribbean,73.0,5.578,1.409,1.13,0.624,0.629,0.059,0.171,1.555,2022
Peru,Latin America and Caribbean,74.0,5.559,1.397,0.001,0.735,0.545,0.037,0.09,1.89,2022
Montenegro,Central and Eastern Europe,75.0,5.547,1.573,1.023,0.659,0.46,0.077,0.135,1.619,2022
Ecuador,Latin America and Caribbean,76.0,5.533,1.352,0.001,0.708,0.565,0.083,0.08,1.866,2022
Vietnam,Southeastern Asia,77.0,5.485,1.252,0.001,0.611,0.707,0.105,0.143,1.735,2022
Turkmenistan,Central and Eastern Europe,78.0,5.474,1.484,1.319,0.516,0.649,0.032,0.314,1.16,2022
North Cyprus,Western Europe,79.0,5.467,1.815,0.001,0.819,0.523,0.213,0.13,1.078,2022
Russia,Central and Eastern Europe,80.0,5.459,1.685,1.095,0.586,0.401,0.08,0.117,1.494,2022
Hong Kong,Eastern Asia,81.0,5.425,1.957,0.001,0.942,0.4,0.383,0.147,0.001,2022
Armenia,Central and Eastern Europe,82.0,5.399,1.434,0.001,0.668,0.558,0.21,0.054,1.654,2022
Tajikistan,Central and Eastern Europe,83.0,5.377,0.001,1.005,0.518,0.572,0.304,0.118,1.895,2022
Nepal,Southern Asia,84.0,5.377,0.001,0.001,0.499,0.519,0.13,0.237,2.224,2022
Bulgaria,Central and Eastern Europe,85.0,5.371,1.625,1.163,0.64,0.563,0.021,0.123,1.235,2022
Libya,Middle East and Northern Africa,86.0,5.33,1.476,0.001,0.606,0.477,0.179,0.106,1.544,2022
Indonesia,Southeastern Asia,87.0,5.24,1.382,0.001,0.539,0.62,0.047,0.468,1.3,2022
Ivory Coast,Sub-Saharan Africa,88.0,5.235,1.094,0.0,0.322,0.451,0.124,0.149,2.652,2022
Macedonia,Central and Eastern Europe,89.0,5.199,1.505,0.001,0.637,0.488,0.031,0.215,1.461,2022
Albania,Central and Eastern Europe,90.0,5.199,1.439,0.001,0.719,0.511,0.028,0.138,1.718,2022
South Africa,Sub-Saharan Africa,91.0,5.194,1.425,1.088,0.361,0.442,0.046,0.089,1.742,2022
Azerbaijan,Central and Eastern Europe,92.0,5.173,1.458,1.093,0.56,0.601,0.341,0.023,1.098,2022
Gambia,Sub-Saharan Africa,93.0,5.164,0.001,0.001,0.369,0.367,0.103,0.388,2.531,2022
Bangladesh,Southern Asia,94.0,5.155,1.06,0.001,0.581,0.622,0.187,0.125,1.967,2022
Laos,Southeastern Asia,95.0,5.14,1.239,0.001,0.479,0.679,0.184,0.197,1.709,2022
Algeria,Middle East and Northern Africa,96.0,5.122,1.363,0.001,0.643,0.146,0.15,0.106,1.744,2022
Liberia,Sub-Saharan Africa,97.0,5.122,0.001,0.001,0.309,0.405,0.08,0.178,2.844,2022
Ukraine,Central and Eastern Europe,98.0,5.084,1.411,1.081,0.583,0.473,0.017,0.188,1.331,2022
Congo,Sub-Saharan Africa,99.0,5.075,0.001,0.0,0.355,0.431,0.146,0.13,2.658,2022
Morocco,Middle East and Northern Africa,100.0,5.06,1.208,0.0,0.565,0.492,0.102,0.02,2.405,2022
Mozambique,Sub-Saharan Africa,101.0,5.048,0.001,0.001,0.191,0.593,0.2,0.185,2.641,2022
Cameroon,Sub-Saharan Africa,102.0,5.048,0.001,0.001,0.317,0.397,0.074,0.152,2.469,2022
Senegal,Sub-Saharan Africa,103.0,5.046,0.001,0.001,0.447,0.494,0.081,0.143,2.419,2022
Niger,Sub-Saharan Africa,104.0,5.003,0.001,0.001,0.326,0.571,0.145,0.165,2.667,2022
Georgia,Central and Eastern Europe,105.0,4.973,1.467,0.001,0.595,0.508,0.208,0.0,1.583,2022
Gabon,Sub-Saharan Africa,106.0,4.958,1.459,0.001,0.396,0.343,0.099,0.032,1.892,2022
Iraq,Middle East and Northern Africa,107.0,4.941,1.289,0.001,0.554,0.328,0.046,0.147,1.894,2022
Venezuela,Latin America and Caribbean,108.0,4.925,0.0,0.001,0.578,0.283,0.082,0.225,2.79,2022
Guinea,Sub-Saharan Africa,109.0,4.891,0.001,0.001,0.275,0.334,0.116,0.214,2.538,2022
Iran,Middle East and Northern Africa,110.0,4.888,1.41,0.001,0.642,0.281,0.146,0.241,1.427,2022
Ghana,Sub-Saharan Africa,111.0,4.872,1.112,0.001,0.409,0.5,0.056,0.23,1.972,2022
Turkey,Middle East and Northern Africa,112.0,4.744,1.707,0.001,0.702,0.209,0.115,0.087,1.059,2022
Burkina Faso,Sub-Saharan Africa,113.0,4.67,0.001,0.001,0.32,0.382,0.126,0.186,2.313,2022
Cambodia,Southeastern Asia,114.0,4.64,1.019,0.001,0.505,0.74,0.068,0.166,1.41,2022
Benin,Sub-Saharan Africa,115.0,4.623,0.001,0.0,0.335,0.479,0.23,0.127,2.458,2022
Comoros,Sub-Saharan Africa,116.0,4.609,0.001,0.0,0.424,0.185,0.125,0.195,2.304,2022
Uganda,Sub-Saharan Africa,117.0,4.603,0.001,0.001,0.418,0.402,0.066,0.222,1.842,2022
Nigeria,Sub-Saharan Africa,118.0,4.552,1.079,0.001,0.3,0.444,0.038,0.175,1.784,2022
Kenya,Sub-Saharan Africa,119.0,4.543,1.032,0.001,0.401,0.44,0.082,0.322,1.661,2022
Tunisia,Middle East and Northern Africa,120.0,4.516,1.35,0.001,0.656,0.316,0.029,0.029,1.54,2022
Pakistan,Southern Asia,121.0,4.516,1.049,0.0,0.374,0.448,0.112,0.181,1.94,2022
Palestinian Territories,Middle East and Northern Africa,122.0,4.483,1.148,0.001,0.521,0.336,0.079,0.073,1.368,2022
Mali,Sub-Saharan Africa,123.0,4.479,0.001,0.0,0.311,0.35,0.042,0.128,2.373,2022
Namibia,Sub-Saharan Africa,124.0,4.459,1.292,0.001,0.354,0.384,0.071,0.067,1.414,2022
Eswatini. Kingdom of,Sub-Saharan Africa,125.0,4.396,1.274,0.001,0.197,0.259,0.154,0.038,1.688,2022
Myanmar,Southeastern Asia,126.0,4.394,1.038,0.001,0.491,0.513,0.194,0.452,0.001,2022
Sri Lanka,Southern Asia,127.0,4.362,1.415,0.001,0.66,0.529,0.079,0.15,0.001,2022
Madagascar,Sub-Saharan Africa,128.0,4.339,0.001,0.001,0.378,0.202,0.154,0.143,2.148,2022
Egypt,Middle East and Northern Africa,129.0,4.288,1.388,0.001,0.548,0.469,0.254,0.041,0.001,2022
Chad,Sub-Saharan Africa,130.0,4.251,0.001,0.001,0.225,0.18,0.077,0.182,2.419,2022
Ethiopia,Sub-Saharan Africa,131.0,4.241,0.001,0.001,0.457,0.472,0.136,0.205,1.375,2022
Yemen,Middle East and Northern Africa,132.0,4.197,0.001,1.043,0.384,0.33,0.098,0.09,1.561,2022
Mauritania,Sub-Saharan Africa,133.0,4.153,1.1,0.001,0.45,0.304,0.138,0.088,1.207,2022
Jordan,Middle East and Northern Africa,134.0,4.152,1.324,0.001,0.675,0.476,0.2,0.058,0.001,2022
Togo,Sub-Saharan Africa,135.0,4.112,0.001,0.0,0.36,0.292,0.132,0.174,2.061,2022
India,Southern Asia,136.0,3.777,1.167,0.0,0.471,0.647,0.123,0.198,0.001,2022
Zambia,Sub-Saharan Africa,137.0,3.76,0.001,0.001,0.306,0.525,0.083,0.203,1.135,2022
Malawi,Sub-Saharan Africa,138.0,3.75,0.001,0.0,0.388,0.477,0.157,0.14,1.661,2022
Tanzania,Sub-Saharan Africa,139.0,3.702,0.001,0.001,0.425,0.578,0.27,0.248,0.001,2022
Sierra Leone,Sub-Saharan Africa,140.0,3.574,0.001,0.0,0.273,0.387,0.055,0.202,1.556,2022
Lesotho,Sub-Saharan Africa,141.0,3.512,0.001,0.001,0.0,0.419,0.018,0.076,1.312,2022
Botswana,Sub-Saharan Africa,142.0,3.471,1.503,0.001,0.28,0.571,0.102,0.012,0.0,2022
Rwanda,Sub-Saharan Africa,143.0,3.268,0.001,0.0,0.462,0.621,0.544,0.187,0.001,2022
Zimbabwe,Sub-Saharan Africa,144.0,2.995,0.001,0.001,0.27,0.329,0.105,0.106,0.001,2022
Lebanon,Middle East and Northern Africa,145.0,2.955,1.392,0.0,0.631,0.103,0.034,0.082,0.0,2022
Afghanistan,Southern Asia,146.0,2.404,0.001,0.0,0.289,0.0,0.005,0.089,1.263,2022
